date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2016-11-19,457571.46758061304,150,46076859.87041037,4.19,3192770.0,73,620.2911342231
2016-11-20,772286.5939802345,55,50551969.09492273,4.6,295331.0,44,1036.7025478997898
2016-11-21,154576.9930714268,79,49740610.427350424,4.52,128983.0,51,524.7533701872
2016-11-22,101870.07469565207,57,51510067.96460177,4.68,176003.0,48,326.9469218652
2016-11-23,24061.46565860722,39,49759593.95881006,4.52,93339.0,39,194.06016268119998
2016-11-24,37656.87504332598,33,48029789.786729865,4.37,166250.00000000003,32,312.3830341746675
2016-11-25,127716.63143488014,51,46630716.20853081,4.24,85457.0,37,710.9862666600001
2016-11-26,121752.67471169578,51,45958336.34615385,4.18,133827.0,42,665.1138675433999
2016-11-27,1000418.821835949,39,45748851.97215778,4.16,58510.0,34,729.843630464
2016-11-28,317403.25092275726,138,47366049.64864864,4.31,461672.0,83,754.2499999999999
2016-11-29,163414.05929569618,102,40741821.21212122,3.7,179441.0,72,482.33675006
2016-11-30,154385.23570524904,101,39935085.934959345,3.63,120387.99999999999,63,363.0
2016-12-01,88972.33291627056,90,40335685.5,3.67,148843.0,56,387.6379321325
2016-12-02,222402.4320542838,125,39413585.34534535,3.58,209470.0,79,575.5509337192
2016-12-03,89172.55693685646,71,36715753.717579246,3.34,78469.0,56,334.0
2016-12-04,66110.2944223077,57,38012425.0,3.46,36292.0,45,300.9948112
2016-12-05,766191.2091512821,145,36467437.28571429,3.32,158124.0,94,608.8028856912
2016-12-06,2032519.91549791,517,30943146.907894738,2.81,1504100.0,196,956.8703118184
2016-12-07,367286.44876708585,115,33331035.093167696,3.03,365404.0,67,405.59212673099995
2016-12-08,241029.025565424,77,35399870.0,3.22,169892.0,58,241.0985256666
2016-12-09,582336.0617824838,91,35259241.875,3.21,205857.0,62,966.5671156778999
2016-12-10,702060.1859502709,214,35613385.71428572,3.24,379640.0,93,1067.060090484
2016-12-11,67274.04172087174,49,33627289.655172415,3.06,66433.0,38,272.425114665
2016-12-12,587419.057092232,60,35039030.664556965,3.19,66193.0,54,732.9103099175
2016-12-13,187218.70405170176,60,34716606.064516135,3.16,65076.00000000001,48,710.7351171712
2016-12-14,126474.22730211288,49,34037389.90384615,3.09,37149.0,44,57.39420567047737
2016-12-15,45787.08500763226,53,34321855.13513514,3.12,52682.0,39,275.1835349429294
2016-12-16,195357.00096533005,82,32572890.648464162,2.96,136916.0,46,891.7380478844001
2016-12-17,148814.11044166153,42,32244043.071428575,2.93,135501.0,26,822.7089523655001
2016-12-18,65217.47371994343,46,30802980.645161286,2.8,178476.0,35,547.5790159
2016-12-19,178863.0554803819,57,33977671.42372881,3.09,72204.0,45,261.5473748133
2016-12-20,82898.51265581055,50,32447650.172413796,2.95,97304.00000000001,39,714.19223477325
2016-12-21,137727.12431726456,97,30901843.194444444,2.81,208222.0,61,355.1291634401
2016-12-22,247468.581747566,106,31712486.4,2.88,242067.0,71,892.4257468943999
2016-12-23,383194.8581103975,168,30368366.929133855,2.76,350671.0,86,885.0958316076
2016-12-24,72453.31594567117,88,27918818.050541516,2.54,112675.0,46,257.6095999182
2016-12-25,172538.3860439411,74,30514821.811594207,2.77,210209.99999999997,49,447.9188005924
2016-12-26,68111.06954439513,81,30391463.999999996,2.76,225805.0,49,448.95712320599995
2016-12-27,136465.23548639874,101,36333684.72622478,3.3,247769.0,64,405.71506103699994
2016-12-28,439193.5937777024,157,38104266.70769231,3.46,409937.0,100,1075.2894348872
2016-12-29,324699.1400697644,101,35719765.71428572,3.25,258671.0,61,303.9177631425
2016-12-30,374349.2673765472,96,38367527.804878056,3.49,244088.99999999997,62,265.24
2016-12-31,281053.13557302183,90,40532076.39257295,3.68,206882.0,71,368.0
2017-01-01,115093.62055399176,60,41245153.125,3.75,230517.0,44,895.1523904875
2017-01-02,265765.940543064,120,43900998.68735083,3.99,266753.0,87,250.07591717535
2017-01-03,310800.1767123356,220,45856249.74238876,4.17,437238.0,124,308.3682127473
2017-01-04,155763.5585211362,185,47200030.2631579,4.29,411248.0,113,376.64414218860003
2017-01-05,537329.0354659973,218,54151304.705882356,4.92,834470.0,145,381.53000045519997
2017-01-06,461341.70376922423,275,55645295.3033268,5.06,567851.0,185,505.99999999999994
2017-01-07,210675.31247573672,170,56370201.04477612,5.13,336698.99999999994,95,496.3102255971
2017-01-08,105180.6177270789,118,51582872.43421053,4.69,182558.0,81,229.7642328226
2017-01-09,798897.0017433,117,50772311.0900474,4.62,298534.0,82,420.39190162200003
2017-01-10,46084.86095722387,64,46410848.31353919,4.22,154430.0,55,361.3247868374198
2017-01-11,766766.9551195239,81,45850826.82539683,4.17,205051.0,59,512.4917818179
2017-01-12,63816.53091277779,70,41618638.975609764,3.78,93900.0,51,85.30892999999999
2017-01-13,75949.87120628025,81,44696699.76851851,4.06,120206.0,66,195.49080251819998
2017-01-14,186594.20899856393,107,47356401.28205127,4.31,220127.0,74,433.39894612929993
2017-01-15,191184.68994250862,89,46929186.262135915,4.27,90878.0,73,520.9399999999999
2017-01-16,686905.6938357323,112,45258148.650000006,4.11,81000.0,86,137.685
2017-01-17,52027.971128344194,67,44189331.29032258,4.02,156941.0,53,191.754
